tipo,elemento,nodo,componente,valor
local,76,-,comp_7,-0.0
local,76,-,comp_8,-13.828428
local,76,-,comp_9,28.44375
local,76,-,comp_10,-102.357687
local,76,-,comp_11,0.0
local,77,-,comp_0,0.0
local,77,-,comp_1,0.0
local,77,-,comp_2,-17.252252
local,77,-,comp_3,29.836494
local,77,-,comp_4,104.120437
local,77,-,comp_5,0.0
local,77,-,comp_6,0.0
local,77,-,comp_7,0.0
local,77,-,comp_8,17.252252
local,77,-,comp_9,-29.836494
local,77,-,comp_10,20.958391
local,77,-,comp_11,0.0
local,78,-,comp_0,0.0
local,78,-,comp_1,0.0
local,78,-,comp_2,1.417065
local,78,-,comp_3,-2.501635
local,78,-,comp_4,-11.202047
local,78,-,comp_5,0.0
local,78,-,comp_6,0.0
local,78,-,comp_7,0.0
local,78,-,comp_8,-1.417065
local,78,-,comp_9,2.501635
local,78,-,comp_10,4.116722
local,78,-,comp_11,0.0
local,79,-,comp_0,0.0
local,79,-,comp_1,0.0
local,79,-,comp_2,2.0423
local,79,-,comp_3,1.42619
local,79,-,comp_4,-4.386759
local,79,-,comp_5,0.0
local,79,-,comp_6,0.0
local,79,-,comp_7,0.0
local,79,-,comp_8,-2.0423
local,79,-,comp_9,-1.42619
local,79,-,comp_10,-5.824743
local,79,-,comp_11,0.0
local,80,-,comp_0,0.0
local,80,-,comp_1,0.0
local,80,-,comp_2,13.828428
local,80,-,comp_3,20.715318
local,80,-,comp_4,-97.585888
local,80,-,comp_5,0.0
local,80,-,comp_6,0.0
local,80,-,comp_7,0.0
local,80,-,comp_8,-13.828428
local,80,-,comp_9,-20.715318
local,80,-,comp_10,28.44375
local,80,-,comp_11,0.0
local,81,-,comp_0,0.0
local,81,-,comp_1,0.0
local,81,-,comp_2,-3.750064
local,81,-,comp_3,-2.176192
local,81,-,comp_4,9.240666
local,81,-,comp_5,0.0
local,81,-,comp_6,0.0
local,81,-,comp_7,0.0
local,81,-,comp_8,3.750064
local,81,-,comp_9,2.176192
local,81,-,comp_10,9.509654
local,81,-,comp_11,0.0
local,82,-,comp_0,0.0
local,82,-,comp_1,0.0
local,82,-,comp_2,-3.785578
local,82,-,comp_3,0.915108
local,82,-,comp_4,-9.12943
local,82,-,comp_5,0.0
local,82,-,comp_6,0.0
local,82,-,comp_7,0.0
local,82,-,comp_8,3.785578
local,82,-,comp_9,-0.915108
local,82,-,comp_10,28.057321
local,82,-,comp_11,0.0
local,83,-,comp_0,0.0
local,83,-,comp_1,0.0
local,83,-,comp_2,13.221423
local,83,-,comp_3,-1.76275
local,83,-,comp_4,-233.767594
local,83,-,comp_5,0.0
local,83,-,comp_6,0.0
local,83,-,comp_7,0.0
local,83,-,comp_8,-13.221423
local,83,-,comp_9,1.76275
local,83,-,comp_10,167.660479
local,83,-,comp_11,0.0
local,84,-,comp_0,0.0
local,84,-,comp_1,0.0
local,84,-,comp_2,-2.447252
local,84,-,comp_3,-2.659137
local,84,-,comp_4,6.993084
local,84,-,comp_5,0.0
local,84,-,comp_6,0.0
local,84,-,comp_7,0.0
local,84,-,comp_8,2.447252
local,84,-,comp_9,2.659137
local,84,-,comp_10,5.243175
local,84,-,comp_11,0.0
local,85,-,comp_0,0.0
local,85,-,comp_1,0.0
local,85,-,comp_2,-3.036973
local,85,-,comp_3,0.161811
local,85,-,comp_4,-5.353362
local,85,-,comp_5,0.0
local,85,-,comp_6,0.0
local,85,-,comp_7,0.0
local,85,-,comp_8,3.036973
local,85,-,comp_9,-0.161811
local,85,-,comp_10,20.538226
local,85,-,comp_11,0.0
local,86,-,comp_0,0.0
local,86,-,comp_1,0.0
local,86,-,comp_2,17.252252
local,86,-,comp_3,-20.958391
local,86,-,comp_4,-116.097755
local,86,-,comp_5,0.0
local,86,-,comp_6,0.0
local,86,-,comp_7,0.0
local,86,-,comp_8,-17.252252
local,86,-,comp_9,20.958391
local,86,-,comp_10,29.836494
local,86,-,comp_11,0.0
local,87,-,comp_0,0.0
local,87,-,comp_1,0.0
local,87,-,comp_2,-3.657799
local,87,-,comp_3,2.748073
local,87,-,comp_4,2.353423
local,87,-,comp_5,0.0
local,87,-,comp_6,0.0
local,87,-,comp_7,-0.0
local,87,-,comp_8,3.657799
local,87,-,comp_9,-2.748073
local,87,-,comp_10,30.200991
local,87,-,comp_11,0.0
local,88,-,comp_0,0.0
local,88,-,comp_1,0.0
local,88,-,comp_2,-1.271999
local,88,-,comp_3,0.179211
local,88,-,comp_4,9.955783
local,88,-,comp_5,0.0
local,88,-,comp_6,0.0
local,88,-,comp_7,0.0
local,88,-,comp_8,1.271999
local,88,-,comp_9,-0.179211
local,88,-,comp_10,-0.733791
local,88,-,comp_11,0.0
local,89,-,comp_0,0.0
local,89,-,comp_1,0.0
local,89,-,comp_2,-1.587462
local,89,-,comp_3,-0.928012
local,89,-,comp_4,3.559878
local,89,-,comp_5,0.0
local,89,-,comp_6,0.0
local,89,-,comp_7,-0.0
local,89,-,comp_8,1.587462
local,89,-,comp_9,0.928012
local,89,-,comp_10,10.568531
local,89,-,comp_11,0.0
local,90,-,comp_0,0.0
local,90,-,comp_1,0.0
local,90,-,comp_2,0.122658
local,90,-,comp_3,3.628465
local,90,-,comp_4,-2.985156
local,90,-,comp_5,0.0
local,90,-,comp_6,0.0
local,90,-,comp_7,0.0
local,90,-,comp_8,-0.122658
local,90,-,comp_9,-3.628465
local,90,-,comp_10,2.095882
local,90,-,comp_11,0.0
local,91,-,comp_0,0.0
local,91,-,comp_1,0.0
local,91,-,comp_2,3.657799
local,91,-,comp_3,2.353423
local,91,-,comp_4,-2.748073
local,91,-,comp_5,0.0
local,91,-,comp_6,0.0
local,91,-,comp_7,0.0
local,91,-,comp_8,-3.657799
local,91,-,comp_9,-2.353423
local,91,-,comp_10,-10.968674
local,91,-,comp_11,0.0
local,92,-,comp_0,0.0
local,92,-,comp_1,0.0
local,92,-,comp_2,5.245261
local,92,-,comp_3,5.913302
local,92,-,comp_4,11.896686
local,92,-,comp_5,0.0
local,92,-,comp_6,0.0
local,92,-,comp_7,0.0
local,92,-,comp_8,-5.245261
local,92,-,comp_9,-5.913302
local,92,-,comp_10,-31.566415
local,92,-,comp_11,0.0
local,93,-,comp_0,0.0
local,93,-,comp_1,0.0
local,93,-,comp_2,13.570064
local,93,-,comp_3,-5.696331
local,93,-,comp_4,-48.135462
local,93,-,comp_5,0.0
local,93,-,comp_6,0.0
local,93,-,comp_7,0.0
local,93,-,comp_8,-13.570064
local,93,-,comp_9,5.696331
local,93,-,comp_10,-2.752277
local,93,-,comp_11,0.0
local,94,-,comp_0,0.0
local,94,-,comp_1,0.0
local,94,-,comp_2,11.859944
local,94,-,comp_3,1.887044
local,94,-,comp_4,-1.8042
local,94,-,comp_5,0.0
local,94,-,comp_6,0.0
local,94,-,comp_7,0.0
local,94,-,comp_8,-11.859944
local,94,-,comp_9,-1.887044
local,94,-,comp_10,-42.670588
local,94,-,comp_11,0.0
local,95,-,comp_0,0.0
local,95,-,comp_1,0.0
local,95,-,comp_2,-1.271999
local,95,-,comp_3,-0.733791
local,95,-,comp_4,0.179211
local,95,-,comp_5,0.0
local,95,-,comp_6,0.0
local,95,-,comp_7,0.0
local,95,-,comp_8,1.271999
local,95,-,comp_9,0.733791
local,95,-,comp_10,4.590785
local,95,-,comp_11,0.0
local,96,-,comp_0,0.0
local,96,-,comp_1,0.0
local,96,-,comp_2,-1.149341
local,96,-,comp_3,1.362091
local,96,-,comp_4,-0.962321
local,96,-,comp_5,0.0
local,96,-,comp_6,0.0
local,96,-,comp_7,0.0
local,96,-,comp_8,1.149341
local,96,-,comp_9,-1.362091
local,96,-,comp_10,5.272348
local,96,-,comp_11,0.0
local,97,-,comp_0,0.0
local,97,-,comp_1,0.0
local,97,-,comp_2,-5.333753
local,97,-,comp_3,-0.87899
local,97,-,comp_4,33.342304
local,97,-,comp_5,0.0
local,97,-,comp_6,0.0
local,97,-,comp_7,0.0
local,97,-,comp_8,5.333753
local,97,-,comp_9,0.87899
local,97,-,comp_10,33.329611
local,97,-,comp_11,0.0
local,98,-,comp_0,0.0
local,98,-,comp_1,0.0
local,98,-,comp_2,0.0
local,98,-,comp_3,-0.0
local,98,-,comp_4,-0.0
local,98,-,comp_5,0.0
local,98,-,comp_6,0.0
local,98,-,comp_7,0.0
local,98,-,comp_8,-0.0
local,98,-,comp_9,0.0
local,98,-,comp_10,-0.0
local,98,-,comp_11,0.0
local,99,-,comp_0,179.106386
local,99,-,comp_1,-1.740995
local,99,-,comp_2,-11.862905
local,99,-,comp_3,-8.196985
local,99,-,comp_4,70.15176
local,99,-,comp_5,-2.91931
local,99,-,comp_6,-179.106386
local,99,-,comp_7,1.740995
local,99,-,comp_8,11.862905
local,99,-,comp_9,8.196985
local,99,-,comp_10,-33.969899
local,99,-,comp_11,-2.390725
local,100,-,comp_0,-0.0
local,100,-,comp_1,-3.834924
local,100,-,comp_2,13.211586
local,100,-,comp_3,-0.0
local,100,-,comp_4,-20.147669
local,100,-,comp_5,-5.84826
local,100,-,comp_6,0.0
local,100,-,comp_7,3.834924
local,100,-,comp_8,-13.211586
local,100,-,comp_9,0.0
local,100,-,comp_10,-20.147669
local,100,-,comp_11,-5.84826
local,101,-,comp_0,-0.45004
local,101,-,comp_1,-0.812109
local,101,-,comp_2,33.929407
local,101,-,comp_3,22.457493
local,101,-,comp_4,-155.864005
local,101,-,comp_5,0.875876
local,101,-,comp_6,0.45004
local,101,-,comp_7,0.812109
local,101,-,comp_8,-33.929407
local,101,-,comp_9,-22.457493
local,101,-,comp_10,52.379312
local,101,-,comp_11,-3.352809
local,102,-,comp_0,0.0
local,102,-,comp_1,0.0
local,102,-,comp_2,-0.0
local,102,-,comp_3,0.0
local,102,-,comp_4,0.0
local,102,-,comp_5,0.0
local,102,-,comp_6,0.0
local,102,-,comp_7,-0.0
local,102,-,comp_8,0.0
local,102,-,comp_9,-0.0
local,102,-,comp_10,-0.0
local,102,-,comp_11,0.0
local,103,-,comp_0,0.0
local,103,-,comp_1,-0.0
local,103,-,comp_2,44.302103
local,103,-,comp_3,0.0
local,103,-,comp_4,-225.940724
local,103,-,comp_5,-0.0
local,103,-,comp_6,0.0
local,103,-,comp_7,0.0
local,103,-,comp_8,-44.302103
local,103,-,comp_9,-0.0
local,103,-,comp_10,0.0
local,103,-,comp_11,-0.0
local,104,-,comp_0,0.0
local,104,-,comp_1,-0.0
local,104,-,comp_2,0.0
local,104,-,comp_3,-0.0
local,104,-,comp_4,-0.0
local,104,-,comp_5,-0.0
local,104,-,comp_6,0.0
local,104,-,comp_7,0.0
local,104,-,comp_8,-0.0
local,104,-,comp_9,0.0
local,104,-,comp_10,0.0
local,104,-,comp_11,-0.0
local,105,-,comp_0,0.0
local,105,-,comp_1,0.0
local,105,-,comp_2,-4.237333
local,105,-,comp_3,-1.259031
local,105,-,comp_4,19.937131
local,105,-,comp_5,0.0
local,105,-,comp_6,0.0
local,105,-,comp_7,0.0
local,105,-,comp_8,4.237333
local,105,-,comp_9,1.259031
local,105,-,comp_10,17.775132
local,105,-,comp_11,0.0
local,106,-,comp_0,0.0
local,106,-,comp_1,-0.0
local,106,-,comp_2,-8.324089
local,106,-,comp_3,-0.226779
local,106,-,comp_4,29.251643
local,106,-,comp_5,-0.0
local,106,-,comp_6,0.0
local,106,-,comp_7,0.0
local,106,-,comp_8,8.324089
local,106,-,comp_9,0.226779
local,106,-,comp_10,31.098001
local,106,-,comp_11,-0.0
local,107,-,comp_0,0.0
local,107,-,comp_1,0.0
local,107,-,comp_2,0.127767
local,107,-,comp_3,-0.479688
local,107,-,comp_4,1.288272
local,107,-,comp_5,0.0
local,107,-,comp_6,0.0
local,107,-,comp_7,0.0
local,107,-,comp_8,-0.127767
local,107,-,comp_9,0.479688
local,107,-,comp_10,-2.4254
local,107,-,comp_11,0.0
local,108,-,comp_0,0.0
local,108,-,comp_1,-0.0
local,108,-,comp_2,-0.96297
local,108,-,comp_3,0.07203
local,108,-,comp_4,4.400929
local,108,-,comp_5,-0.0
local,108,-,comp_6,0.0
local,108,-,comp_7,0.0
local,108,-,comp_8,0.96297
local,108,-,comp_9,-0.07203
local,108,-,comp_10,2.580602
local,108,-,comp_11,-0.0
local,109,-,comp_0,0.0
local,109,-,comp_1,0.0
local,109,-,comp_2,2.288622
local,109,-,comp_3,-2.442623
local,109,-,comp_4,-8.737793
local,109,-,comp_5,0.0
local,109,-,comp_6,0.0
local,109,-,comp_7,0.0
local,109,-,comp_8,-2.288622
local,109,-,comp_9,2.442623
local,109,-,comp_10,-11.630944
local,109,-,comp_11,0.0
local,110,-,comp_0,0.0
local,110,-,comp_1,-0.0
local,110,-,comp_2,-3.611237
local,110,-,comp_3,0.54163
local,110,-,comp_4,14.55232
local,110,-,comp_5,-0.0
local,110,-,comp_6,0.0
local,110,-,comp_7,0.0
local,110,-,comp_8,3.611237
local,110,-,comp_9,-0.54163
local,110,-,comp_10,11.629148
local,110,-,comp_11,-0.0
local,111,-,comp_0,0.0
local,111,-,comp_1,0.0
local,111,-,comp_2,11.025029
local,111,-,comp_3,-21.553227
local,111,-,comp_4,-16.968628
local,111,-,comp_5,0.0
local,111,-,comp_6,0.0
local,111,-,comp_7,0.0
local,111,-,comp_8,-11.025029
local,111,-,comp_9,21.553227
local,111,-,comp_10,-81.154134
local,111,-,comp_11,0.0
local,112,-,comp_0,0.0
local,112,-,comp_1,-0.0
local,112,-,comp_2,-13.471554
local,112,-,comp_3,22.43132
local,112,-,comp_4,81.94273
local,112,-,comp_5,-0.0
local,112,-,comp_6,0.0
local,112,-,comp_7,0.0
local,112,-,comp_8,13.471554
local,112,-,comp_9,-22.43132
local,112,-,comp_10,15.726033
local,112,-,comp_11,-0.0
local,113,-,comp_0,0.0
local,113,-,comp_1,-0.0
local,113,-,comp_2,0.26314
local,113,-,comp_3,-1.040965
local,113,-,comp_4,-3.423903
local,113,-,comp_5,-0.0
local,113,-,comp_6,0.0
local,113,-,comp_7,0.0
local,113,-,comp_8,-0.26314
local,113,-,comp_9,1.040965
local,113,-,comp_10,2.108203
local,113,-,comp_11,-0.0
local,114,-,comp_0,0.0
local,114,-,comp_1,0.0
local,114,-,comp_2,0.135373
local,114,-,comp_3,0.247308
local,114,-,comp_4,-1.628514
local,114,-,comp_5,0.0
local,114,-,comp_6,0.0
local,114,-,comp_7,0.0
local,114,-,comp_8,-0.135373
local,114,-,comp_9,-0.247308
local,114,-,comp_10,0.95165
local,114,-,comp_11,0.0
local,115,-,comp_0,0.0
local,115,-,comp_1,0.0
local,115,-,comp_2,11.025029
local,115,-,comp_3,16.968628
local,115,-,comp_4,-76.678374
local,115,-,comp_5,0.0
local,115,-,comp_6,0.0
local,115,-,comp_7,-0.0
local,115,-,comp_8,-11.025029
local,115,-,comp_9,-16.968628
local,115,-,comp_10,21.553227
local,115,-,comp_11,0.0
local,116,-,comp_0,0.0
local,116,-,comp_1,-0.0
local,116,-,comp_2,-3.138873
local,116,-,comp_3,-1.490505
local,116,-,comp_4,9.342703
local,116,-,comp_5,-0.0
local,116,-,comp_6,0.0
local,116,-,comp_7,0.0
local,116,-,comp_8,3.138873
local,116,-,comp_9,1.490505
local,116,-,comp_10,6.351665
local,116,-,comp_11,-0.0
local,117,-,comp_0,0.0
local,117,-,comp_1,0.0
local,117,-,comp_2,-2.048136
local,117,-,comp_3,0.485024
local,117,-,comp_4,-6.903383
local,117,-,comp_5,0.0
local,117,-,comp_6,0.0
local,117,-,comp_7,0.0
local,117,-,comp_8,2.048136
local,117,-,comp_9,-0.485024
local,117,-,comp_10,17.144065
local,117,-,comp_11,0.0
local,118,-,comp_0,0.0
local,118,-,comp_1,0.0
local,118,-,comp_2,9.010426
local,118,-,comp_3,-0.788596
local,118,-,comp_4,-176.141705
local,118,-,comp_5,0.0
local,118,-,comp_6,0.0
local,118,-,comp_7,-0.0
local,118,-,comp_8,-9.010426
local,118,-,comp_9,0.788596
local,118,-,comp_10,131.089575
local,118,-,comp_11,0.0
local,119,-,comp_0,0.0
local,119,-,comp_1,-0.0
local,119,-,comp_2,-2.084616
local,119,-,comp_3,-2.355853
local,119,-,comp_4,8.038075
local,119,-,comp_5,-0.0
local,119,-,comp_6,0.0
local,119,-,comp_7,0.0
local,119,-,comp_8,2.084616
local,119,-,comp_9,2.355853
local,119,-,comp_10,2.385004
local,119,-,comp_11,-0.0
local,120,-,comp_0,0.0
local,120,-,comp_1,0.0
local,120,-,comp_2,-3.047586
local,120,-,comp_3,0.224749
local,120,-,comp_4,-2.312974
local,120,-,comp_5,0.0
local,120,-,comp_6,0.0
local,120,-,comp_7,0.0
local,120,-,comp_8,3.047586
local,120,-,comp_9,-0.224749
local,120,-,comp_10,17.550903
local,120,-,comp_11,0.0
local,121,-,comp_0,0.0
local,121,-,comp_1,0.0
local,121,-,comp_2,13.471554
local,121,-,comp_3,-15.726033
local,121,-,comp_4,-89.789088
local,121,-,comp_5,0.0
local,121,-,comp_6,0.0
local,121,-,comp_7,-0.0
local,121,-,comp_8,-13.471554
local,121,-,comp_9,15.726033
local,121,-,comp_10,22.43132
local,121,-,comp_11,0.0
local,122,-,comp_0,0.0
local,122,-,comp_1,0.0
local,122,-,comp_2,-3.494514
local,122,-,comp_3,2.496646
local,122,-,comp_4,2.574963
local,122,-,comp_5,0.0
local,122,-,comp_6,0.0
local,122,-,comp_7,0.0
local,122,-,comp_8,3.494514
local,122,-,comp_9,-2.496646
local,122,-,comp_10,28.526212
local,122,-,comp_11,0.0
local,123,-,comp_0,0.0
local,123,-,comp_1,-0.0
local,123,-,comp_2,-0.289824
local,123,-,comp_3,-0.670584
local,123,-,comp_4,3.182365
local,123,-,comp_5,-0.0
local,123,-,comp_6,0.0
local,123,-,comp_7,0.0
local,123,-,comp_8,0.289824
local,123,-,comp_9,0.670584
local,123,-,comp_10,-1.081142
local,123,-,comp_11,-0.0
local,124,-,comp_0,0.0
local,124,-,comp_1,0.0
local,124,-,comp_2,-1.541242
local,124,-,comp_3,-1.80876
local,124,-,comp_4,2.872606
local,124,-,comp_5,0.0
local,124,-,comp_6,0.0
local,124,-,comp_7,0.0
local,124,-,comp_8,1.541242
local,124,-,comp_9,1.80876
local,124,-,comp_10,10.844452
local,124,-,comp_11,0.0
local,125,-,comp_0,0.0
local,125,-,comp_1,-0.0
local,125,-,comp_2,0.509454
local,125,-,comp_3,3.727422
local,125,-,comp_4,-4.941226
local,125,-,comp_5,-0.0
local,125,-,comp_6,0.0
local,125,-,comp_7,0.0
local,125,-,comp_8,-0.509454
local,125,-,comp_9,-3.727422
local,125,-,comp_10,1.247688
local,125,-,comp_11,-0.0
local,126,-,comp_0,0.0
local,126,-,comp_1,0.0
local,126,-,comp_2,3.494514
local,126,-,comp_3,2.574963
local,126,-,comp_4,-2.496646
local,126,-,comp_5,0.0
local,126,-,comp_6,0.0
local,126,-,comp_7,-0.0
local,126,-,comp_8,-3.494514
local,126,-,comp_9,-2.574963
local,126,-,comp_10,-10.607781
local,126,-,comp_11,0.0
local,127,-,comp_0,0.0
local,127,-,comp_1,0.0
local,127,-,comp_2,5.035756
local,127,-,comp_3,5.447568
local,127,-,comp_4,12.416542
local,127,-,comp_5,0.0
local,127,-,comp_6,0.0
local,127,-,comp_7,-0.0
local,127,-,comp_8,-5.035756
local,127,-,comp_9,-5.447568
local,127,-,comp_10,-31.300628
local,127,-,comp_11,0.0
local,128,-,comp_0,0.0
local,128,-,comp_1,0.0
local,128,-,comp_2,16.688658
local,128,-,comp_3,-4.370206
local,128,-,comp_4,-58.625872
local,128,-,comp_5,0.0
local,128,-,comp_6,0.0
local,128,-,comp_7,-0.0
local,128,-,comp_8,-16.688658
local,128,-,comp_9,4.370206
local,128,-,comp_10,-3.956597
local,128,-,comp_11,0.0
local,129,-,comp_0,0.0
local,129,-,comp_1,0.0
local,129,-,comp_2,14.637962
local,129,-,comp_3,1.533019
local,129,-,comp_4,-1.579586
local,129,-,comp_5,0.0
local,129,-,comp_6,0.0
local,129,-,comp_7,-0.0
local,129,-,comp_8,-14.637962
local,129,-,comp_9,-1.533019
local,129,-,comp_10,-53.312773
local,129,-,comp_11,0.0
local,130,-,comp_0,0.0
local,130,-,comp_1,0.0
local,130,-,comp_2,-0.289824
local,130,-,comp_3,-1.081142
local,130,-,comp_4,-0.670584
local,130,-,comp_5,0.0
local,130,-,comp_6,0.0
local,130,-,comp_7,-0.0
local,130,-,comp_8,0.289824
local,130,-,comp_9,1.081142
local,130,-,comp_10,1.757423
local,130,-,comp_11,0.0
local,131,-,comp_0,0.0
local,131,-,comp_1,0.0
local,131,-,comp_2,0.21963
local,131,-,comp_3,0.166546
local,131,-,comp_4,1.969999
local,131,-,comp_5,0.0
local,131,-,comp_6,0.0
local,131,-,comp_7,-0.0
local,131,-,comp_8,-0.21963
local,131,-,comp_9,-0.166546
local,131,-,comp_10,-2.79361
local,131,-,comp_11,0.0
local,132,-,comp_0,0.0
local,132,-,comp_1,0.0
local,132,-,comp_2,-3.204243
local,132,-,comp_3,-0.791789
local,132,-,comp_4,20.034297
local,132,-,comp_5,0.0
local,132,-,comp_6,0.0
local,132,-,comp_7,-0.0
local,132,-,comp_8,3.204243
local,132,-,comp_9,0.791789
local,132,-,comp_10,20.018736
local,132,-,comp_11,0.0
local,133,-,comp_0,0.0
local,133,-,comp_1,0.0
local,133,-,comp_2,0.0
local,133,-,comp_3,-0.0
local,133,-,comp_4,-0.0
local,133,-,comp_5,0.0
local,133,-,comp_6,0.0
local,133,-,comp_7,0.0
local,133,-,comp_8,-0.0
local,133,-,comp_9,0.0
local,133,-,comp_10,-0.0
local,133,-,comp_11,0.0
local,134,-,comp_0,224.253608
local,134,-,comp_1,-2.227653
local,134,-,comp_2,-16.393572
local,134,-,comp_3,-19.341481
local,134,-,comp_4,141.478415
local,134,-,comp_5,-4.025599
local,134,-,comp_6,-224.253608
local,134,-,comp_7,2.227653
local,134,-,comp_8,16.393572
local,134,-,comp_9,19.341481
local,134,-,comp_10,-91.478021
local,134,-,comp_11,-2.768742
local,135,-,comp_0,0.51459
local,135,-,comp_1,-0.515004
local,135,-,comp_2,34.008192
local,135,-,comp_3,52.990359
local,135,-,comp_4,-284.818929
local,135,-,comp_5,4.242047
local,135,-,comp_6,-0.51459
local,135,-,comp_7,0.515004
local,135,-,comp_8,-34.008192
local,135,-,comp_9,-52.990359
local,135,-,comp_10,181.093945
local,135,-,comp_11,-5.812808
local,136,-,comp_0,0.0
local,136,-,comp_1,-0.0
local,136,-,comp_2,0.0
local,136,-,comp_3,0.0
local,136,-,comp_4,-0.0
local,136,-,comp_5,-0.0
local,136,-,comp_6,0.0
local,136,-,comp_7,0.0
local,136,-,comp_8,-0.0
local,136,-,comp_9,-0.0
local,136,-,comp_10,-0.0
local,136,-,comp_11,-0.0
local,137,-,comp_0,0.0
local,137,-,comp_1,-0.0
local,137,-,comp_2,33.507009
local,137,-,comp_3,-0.0
local,137,-,comp_4,-175.074122
local,137,-,comp_5,-0.0
local,137,-,comp_6,0.0
local,137,-,comp_7,0.0
local,137,-,comp_8,-33.507009
local,137,-,comp_9,0.0
local,137,-,comp_10,-0.0
local,137,-,comp_11,-0.0
local,138,-,comp_0,0.0
local,138,-,comp_1,-0.0
local,138,-,comp_2,0.0
local,138,-,comp_3,-0.0
local,138,-,comp_4,-0.0
local,138,-,comp_5,-0.0
local,138,-,comp_6,0.0
local,138,-,comp_7,0.0
local,138,-,comp_8,-0.0
local,138,-,comp_9,0.0
local,138,-,comp_10,0.0
local,138,-,comp_11,-0.0
local,139,-,comp_0,0.0
local,139,-,comp_1,-7.298823
local,139,-,comp_2,-32.003078
local,139,-,comp_3,-0.0
local,139,-,comp_4,48.804693
local,139,-,comp_5,-11.130706
local,139,-,comp_6,-0.0
local,139,-,comp_7,7.298823
local,139,-,comp_8,32.003078
local,139,-,comp_9,0.0
local,139,-,comp_10,48.804693
local,139,-,comp_11,-11.130706
local,140,-,comp_0,0.0
local,140,-,comp_1,0.0
local,140,-,comp_2,-2.031905
local,140,-,comp_3,-1.245762
local,140,-,comp_4,9.735435
local,140,-,comp_5,0.0
local,140,-,comp_6,0.0
local,140,-,comp_7,-0.0
local,140,-,comp_8,2.031905
local,140,-,comp_9,1.245762
local,140,-,comp_10,8.348521
local,140,-,comp_11,0.0
local,141,-,comp_0,0.0
local,141,-,comp_1,-0.0
local,141,-,comp_2,-5.354136
local,141,-,comp_3,0.006633
local,141,-,comp_4,19.066797
local,141,-,comp_5,-0.0
local,141,-,comp_6,0.0
local,141,-,comp_7,0.0
local,141,-,comp_8,5.354136
local,141,-,comp_9,-0.006633
local,141,-,comp_10,19.750688
local,141,-,comp_11,-0.0
local,142,-,comp_0,0.0
local,142,-,comp_1,0.0
local,142,-,comp_2,0.960062
local,142,-,comp_3,-1.279215
local,142,-,comp_4,-1.652326
local,142,-,comp_5,0.0
local,142,-,comp_6,0.0
local,142,-,comp_7,-0.0
local,142,-,comp_8,-0.960062
local,142,-,comp_9,1.279215
local,142,-,comp_10,-6.892223
local,142,-,comp_11,0.0
local,143,-,comp_0,0.0
local,143,-,comp_1,-0.0
local,143,-,comp_2,-1.378817
local,143,-,comp_3,0.379467
local,143,-,comp_4,7.510908
local,143,-,comp_5,-0.0
local,143,-,comp_6,0.0
local,143,-,comp_7,0.0
local,143,-,comp_8,1.378817
local,143,-,comp_9,-0.379467
local,143,-,comp_10,2.485514
local,143,-,comp_11,-0.0
local,144,-,comp_0,0.0
local,144,-,comp_1,0.0
local,144,-,comp_2,5.36552
local,144,-,comp_3,-0.924244
local,144,-,comp_4,-23.249535
local,144,-,comp_5,0.0
local,144,-,comp_6,0.0
local,144,-,comp_7,-0.0
local,144,-,comp_8,-5.36552
local,144,-,comp_9,0.924244
local,144,-,comp_10,-24.503597
local,144,-,comp_11,0.0
local,145,-,comp_0,0.0
local,145,-,comp_1,-0.0
local,145,-,comp_2,-3.001436
local,145,-,comp_3,-0.60035
local,145,-,comp_4,12.292445
local,145,-,comp_5,-0.0
local,145,-,comp_6,0.0
local,145,-,comp_7,0.0
local,145,-,comp_8,3.001436
local,145,-,comp_9,0.60035
local,145,-,comp_10,9.467967
local,145,-,comp_11,-0.0
local,146,-,comp_0,0.0
local,146,-,comp_1,0.0
local,146,-,comp_2,10.681304
local,146,-,comp_3,-20.406747
local,146,-,comp_4,-16.993527
local,146,-,comp_5,0.0
local,146,-,comp_6,0.0
local,146,-,comp_7,-0.0
local,146,-,comp_8,-10.681304
local,146,-,comp_9,20.406747
local,146,-,comp_10,-78.070079
local,146,-,comp_11,0.0
local,147,-,comp_0,0.0
local,147,-,comp_1,-0.0
local,147,-,comp_2,-12.843201
local,147,-,comp_3,21.79181
local,147,-,comp_4,78.407938
local,147,-,comp_5,-0.0
local,147,-,comp_6,0.0
local,147,-,comp_7,0.0
local,147,-,comp_8,12.843201
local,147,-,comp_9,-21.79181
local,147,-,comp_10,14.70527
local,147,-,comp_11,-0.0
local,148,-,comp_0,0.0
local,148,-,comp_1,-0.0
local,148,-,comp_2,-1.641343
local,148,-,comp_3,0.4863
local,148,-,comp_4,9.662537
local,148,-,comp_5,-0.0
local,148,-,comp_6,0.0
local,148,-,comp_7,0.0
local,148,-,comp_8,1.641343
local,148,-,comp_9,-0.4863
local,148,-,comp_10,-1.455823
local,148,-,comp_11,-0.0
local,149,-,comp_0,0.0
local,149,-,comp_1,0.0
local,149,-,comp_2,-2.601404
local,149,-,comp_3,-1.166026
local,149,-,comp_4,2.735038
local,149,-,comp_5,0.0
local,149,-,comp_6,0.0
local,149,-,comp_7,-0.0
local,149,-,comp_8,2.601404
local,149,-,comp_9,1.166026
local,149,-,comp_10,10.271984
local,149,-,comp_11,0.0
local,150,-,comp_0,0.0
