nodo,direccion,desplazamiento_m
192,comp_5,0.0
194,comp_0,0.0035598054072591705
194,comp_1,0.01165145474039995
194,comp_2,-0.00027083662572209045
194,comp_3,0.0009446752455957353
194,comp_4,0.0011335293395402866
194,comp_5,0.00022392773266193051
195,comp_0,0.0
195,comp_1,0.0
195,comp_2,0.0
195,comp_3,0.0
195,comp_4,0.0
195,comp_5,0.0
197,comp_0,0.0015668485865679887
197,comp_1,0.0015747067706130778
197,comp_2,-0.0006107219851406684
197,comp_3,-0.0032867129769671988
197,comp_4,-0.00013843722651082834
197,comp_5,0.00022392773266193051
198,comp_0,0.0
198,comp_1,0.0
198,comp_2,0.0
198,comp_3,0.0
198,comp_4,0.0
198,comp_5,0.0
200,comp_0,0.0015668485865679887
200,comp_1,0.003813984097232383
200,comp_2,-0.0013581580505536862
200,comp_3,-0.0044604485492482585
200,comp_4,0.001251202981914953
200,comp_5,0.00022392773266193051
201,comp_0,0.0
201,comp_1,0.0
201,comp_2,0.0
201,comp_3,0.0
201,comp_4,0.0
201,comp_5,0.0
203,comp_0,0.0015668485865679887
203,comp_1,0.006053261423851688
203,comp_2,-0.001850842871053078
203,comp_3,-0.005146596799341065
203,comp_4,-0.00016113656875107747
203,comp_5,0.00022392773266193051
204,comp_0,0.0
204,comp_1,0.0
204,comp_2,0.0
204,comp_3,0.0
204,comp_4,0.0
204,comp_5,0.0
206,comp_0,0.0015668485865679887
206,comp_1,0.008292538750470993
206,comp_2,-0.0017977715316058584
206,comp_3,-0.004977948724502866
206,comp_4,0.00016153756117820802
206,comp_5,0.00022392773266193051
207,comp_0,0.0
207,comp_1,0.0
207,comp_2,0.0
207,comp_3,0.0
207,comp_4,0.0
207,comp_5,0.0
209,comp_0,0.0015668485865679887
209,comp_1,0.010531816077090297
209,comp_2,-0.000882997989839582
209,comp_3,-0.004262889387609932
209,comp_4,-0.0014242665461573559
209,comp_5,0.00022392773266193051
210,comp_0,0.0
210,comp_1,0.0
210,comp_2,0.0
210,comp_3,0.0
210,comp_4,0.0
210,comp_5,0.0
212,comp_0,0.0015668485865679887
212,comp_1,0.01165145474039995
212,comp_2,-0.0018833385158831715
212,comp_3,-0.0041499654476118706
212,comp_4,0.0030548851080527462
212,comp_5,0.00022392773266193051
213,comp_0,0.0
213,comp_1,0.0
213,comp_2,0.0
213,comp_3,0.0
213,comp_4,0.0
213,comp_5,0.0
215,comp_0,-5.662747523100696e-05
215,comp_1,0.0015747067706130778
215,comp_2,0.0
215,comp_3,-0.00014911995933835967
215,comp_4,-5.3624503059674645e-06
215,comp_5,0.00022392773266193051
216,comp_0,0.0
216,comp_1,0.0
216,comp_2,0.0
216,comp_3,0.0
216,comp_4,0.0
216,comp_5,0.0
218,comp_0,-5.662747523100696e-05
218,comp_1,0.003813984097232383
218,comp_2,0.0
218,comp_3,-0.0003611727364803391
218,comp_4,-5.362450305967473e-06
218,comp_5,0.00022392773266193051
219,comp_0,0.0
219,comp_1,0.0
219,comp_2,0.0
219,comp_3,0.0
219,comp_4,0.0
219,comp_5,0.0
221,comp_0,-5.662747523100696e-05
221,comp_1,0.006053261423851688
221,comp_2,0.0
221,comp_3,-0.000573225513622319
221,comp_4,-5.362450305967508e-06
221,comp_5,0.00022392773266193051
222,comp_0,0.0
222,comp_1,0.0
222,comp_2,0.0
222,comp_3,0.0
222,comp_4,0.0
222,comp_5,0.0
224,comp_0,-5.662747523100696e-05
224,comp_1,0.008292538750470993
224,comp_2,0.0
224,comp_3,-0.0007852782907642985
224,comp_4,-5.362450305967483e-06
224,comp_5,0.00022392773266193051
225,comp_0,0.0
225,comp_1,0.0
225,comp_2,0.0
225,comp_3,0.0
225,comp_4,0.0
225,comp_5,0.0
227,comp_0,-5.662747523100696e-05
227,comp_1,0.010531816077090297
227,comp_2,0.0
227,comp_3,-0.0009973310679062782
227,comp_4,-5.362450305967445e-06
227,comp_5,0.00022392773266193051
228,comp_0,0.0
228,comp_1,0.0
228,comp_2,0.0
228,comp_3,0.0
228,comp_4,0.0
228,comp_5,0.0
230,comp_0,-5.662747523100696e-05
230,comp_1,0.01165145474039995
230,comp_2,0.0
230,comp_3,-0.0011033574564772687
230,comp_4,-5.36245030596748e-06
230,comp_5,0.00022392773266193051
231,comp_0,0.0
231,comp_1,0.0
231,comp_2,0.0
231,comp_3,0.0
231,comp_4,0.0
231,comp_5,0.0
233,comp_0,0.0032957946104507545
233,comp_1,0.011868664641082022
233,comp_2,0.0
233,comp_3,-0.00112392657586004
233,comp_4,0.0003121017623532903
233,comp_5,0.00022392773266193051
234,comp_0,0.0
234,comp_1,0.0
234,comp_2,0.0
234,comp_3,0.0
234,comp_4,0.0
234,comp_5,0.0
236,comp_0,0.0019298354412129782
236,comp_1,0.01249566229253543
236,comp_2,0.0
236,comp_3,-0.001183301353459795
236,comp_4,0.00018274956829668256
236,comp_5,0.00022392773266193051
237,comp_0,0.0
237,comp_1,0.0
237,comp_2,0.0
237,comp_3,0.0
237,comp_4,0.0
237,comp_5,0.0
239,comp_0,0.0017820431376561043
239,comp_1,0.013212231037053606
239,comp_2,0.0
239,comp_3,-0.0012511582421452286
239,comp_4,0.00016875408500531208
