nodo,direccion,valor_kN
140,comp_3,-2.7755575615628914e-17
140,comp_4,3.9968028886505635e-15
140,comp_5,0.00014014731962163615
141,comp_0,-0.16443987459058593
141,comp_1,0.013694872401633083
141,comp_2,0.0
141,comp_3,-0.162695084131401
141,comp_4,-1.9535457101361646
141,comp_5,-0.00014014731962163615
143,comp_0,0.16440979285149757
143,comp_1,-0.013694803800175593
143,comp_2,0.0
143,comp_3,3.7470027081099033e-16
143,comp_4,5.329070518200751e-15
143,comp_5,0.00014014731962163615
144,comp_0,-0.16440979285149757
144,comp_1,0.013694803800175593
144,comp_2,0.0
144,comp_3,-0.1626942691460864
144,comp_4,-1.9531883390757963
144,comp_5,-0.00014014731962163615
146,comp_0,0.16438478762025993
146,comp_1,-0.013694117785601246
146,comp_2,0.0
146,comp_3,-2.0816681711721685e-16
146,comp_4,5.995204332975845e-15
146,comp_5,0.00014014731962163615
147,comp_0,-0.16438478762025993
147,comp_1,0.013694117785601246
147,comp_2,0.0
147,comp_3,-0.16268611929294258
147,comp_4,-1.952891276928694
147,comp_5,-0.00014014731962163615
149,comp_0,0.16437905939856384
149,comp_1,-0.013791943463913171
149,comp_2,0.0
149,comp_3,4.0245584642661925e-16
149,comp_4,3.552713678800501e-15
149,comp_5,0.00014014731962163615
150,comp_0,-0.16437905939856384
150,comp_1,0.013791943463913171
150,comp_2,0.0
150,comp_3,-0.16384828835128884
150,comp_4,-1.9528232256549418
150,comp_5,-0.00014014731962163615
152,comp_0,0.16437875069200614
152,comp_1,-0.013757574133734908
152,comp_2,0.0
152,comp_3,-2.3592239273284576e-16
152,comp_4,-2.6645352591003757e-15
152,comp_5,0.00014014731962163615
153,comp_0,-0.16437875069200614
153,comp_1,0.013757574133734908
153,comp_2,0.0
153,comp_3,-0.16343998070877047
153,comp_4,-1.9528195582210301
153,comp_5,-0.00014014731962163615
155,comp_0,0.16444381917438855
